colour subNo block index seqDur seqDurTag nTargets nIOI rhythmicVarTAG seqSTD seqMeanIOI seqSumIOI stdLowbound stdUpbound pressedKey rt seqDuration startInterval trialDuration IOI1 IOI2 IOI3 IOI4 IOI5 IOI6 IOI7 IOI8 IOI9 IOI10 IOI11 IOI12 
masterclass 4.0000 2.0000 1.0000 4.0000 1.0000 4.0000 3.0000 0.0000 0.0000 0.2500 0.7500 0.0500 0.0900 m 0.1630 1.0000 1.5278 2.5257 0.2500 0.2500 0.2500 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
masterclass 4.0000 2.0000 18.0000 12.0000 2.0000 12.0000 11.0000 2.0000 0.0945 0.2497 2.7470 0.0500 0.0900 m 0.2100 2.9970 1.7141 4.7062 0.3800 0.1744 0.3758 0.1951 0.2532 0.1573 0.2031 0.3332 0.1622 0.3619 0.1506 0.0000 
masterclass 4.0000 2.0000 10.0000 10.0000 2.0000 10.0000 9.0000 0.0000 0.0000 0.2500 2.2500 0.0500 0.0900 m 0.1450 2.5000 1.6569 4.1425 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.0000 0.0000 0.0000 
masterclass 4.0000 2.0000 6.0000 5.0000 1.0000 5.0000 4.0000 2.0000 0.1063 0.2496 0.9985 0.0500 0.0900 m 0.2110 1.2485 1.5029 2.7409 0.2826 0.1798 0.3848 0.1513 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
masterclass 4.0000 2.0000 15.0000 11.0000 2.0000 11.0000 10.0000 2.0000 0.0942 0.2495 2.4951 0.0500 0.0900 m 0.1740 2.7451 1.5088 4.2542 0.1920 0.1522 0.3891 0.3544 0.1914 0.2600 0.2094 0.3923 0.1949 0.1593 0.0000 0.0000 
masterclass 4.0000 2.0000 14.0000 11.0000 2.0000 11.0000 10.0000 1.0000 0.0474 0.2500 2.4995 0.0500 0.0900 m 0.1650 2.7495 1.5766 4.3253 0.2748 0.2356 0.2897 0.2101 0.1754 0.2757 0.2013 0.2319 0.3322 0.2728 0.0000 0.0000 
masterclass 4.0000 2.0000 5.0000 5.0000 1.0000 5.0000 4.0000 1.0000 0.0458 0.2506 1.0025 0.0500 0.0900 m 0.2730 1.2525 1.6593 2.9115 0.3017 0.1984 0.2294 0.2730 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
masterclass 4.0000 2.0000 16.0000 12.0000 2.0000 12.0000 11.0000 0.0000 0.0000 0.2500 2.7500 0.0500 0.0900 m 0.1500 3.0000 1.7319 4.7258 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.0000 
masterclass 4.0000 2.0000 13.0000 11.0000 2.0000 11.0000 10.0000 0.0000 0.0000 0.2500 2.5000 0.0500 0.0900 m 0.1610 2.7500 1.7119 4.4591 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.0000 0.0000 
masterclass 4.0000 3.0000 13.0000 11.0000 2.0000 11.0000 10.0000 0.0000 0.0000 0.2500 2.5000 0.0500 0.0900 m 0.1830 2.7500 1.6736 4.4092 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.0000 0.0000 
masterclass 4.0000 3.0000 14.0000 11.0000 2.0000 11.0000 10.0000 1.0000 0.0495 0.2498 2.4981 0.0500 0.0900 m 0.1860 2.7481 1.5246 4.2571 0.2738 0.2438 0.2857 0.2021 0.2491 0.2225 0.2734 0.2248 0.3499 0.1729 0.0000 0.0000 
masterclass 4.0000 3.0000 12.0000 10.0000 2.0000 10.0000 9.0000 2.0000 0.1007 0.2504 2.2535 0.0500 0.0900 m 0.1810 2.5035 1.5155 4.0126 0.1680 0.3607 0.1531 0.2009 0.1676 0.3936 0.3030 0.1529 0.3537 0.0000 0.0000 0.0000 
masterclass 4.0000 3.0000 17.0000 12.0000 2.0000 12.0000 11.0000 1.0000 0.0467 0.2501 2.7506 0.0500 0.0900 m 0.2000 3.0006 1.7314 4.7265 0.2172 0.3403 0.2168 0.2742 0.2270 0.2880 0.2617 0.2154 0.1883 0.2187 0.3030 0.0000 
masterclass 4.0000 3.0000 6.0000 5.0000 1.0000 5.0000 4.0000 2.0000 0.1046 0.2505 1.0020 0.0500 0.0900 m 0.2270 1.2520 1.6386 2.8778 0.1590 0.3641 0.3147 0.1642 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
masterclass 4.0000 3.0000 11.0000 10.0000 2.0000 10.0000 9.0000 1.0000 0.0456 0.2504 2.2537 0.0500 0.0900 m 0.1690 2.5037 1.5846 4.0794 0.1910 0.2831 0.3299 0.2128 0.2608 0.2026 0.2589 0.2278 0.2867 0.0000 0.0000 0.0000 
masterclass 4.0000 3.0000 9.0000 6.0000 1.0000 6.0000 5.0000 2.0000 0.0936 0.2496 1.2481 0.0500 0.0900 m 0.1910 1.4981 1.5436 3.0405 0.1513 0.2476 0.3163 0.3673 0.1657 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
masterclass 4.0000 3.0000 2.0000 4.0000 1.0000 4.0000 3.0000 1.0000 0.0341 0.2486 0.7458 0.0500 0.0900 m 0.2170 0.9958 1.5514 2.5382 0.2194 0.2861 0.2403 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
masterclass 4.0000 3.0000 7.0000 6.0000 1.0000 6.0000 5.0000 0.0000 0.0000 0.2500 1.2500 0.0500 0.0900 m 0.1660 1.5000 1.5104 3.0091 0.2500 0.2500 0.2500 0.2500 0.2500 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
masterclass 4.0000 3.0000 8.0000 6.0000 1.0000 6.0000 5.0000 1.0000 0.0429 0.2505 1.2527 0.0500 0.0900 m 0.1850 1.5027 1.6187 3.1118 0.3050 0.2424 0.1994 0.2820 0.2238 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
masterclass 4.0000 3.0000 18.0000 12.0000 2.0000 12.0000 11.0000 2.0000 0.0961 0.2497 2.7470 0.0500 0.0900 m 0.1840 2.9970 1.7027 4.6895 0.2980 0.3685 0.1577 0.3971 0.2090 0.1536 0.1854 0.3801 0.1603 0.2615 0.1758 0.0000 
masterclass 4.0000 3.0000 10.0000 10.0000 2.0000 10.0000 9.0000 0.0000 0.0000 0.2500 2.2500 0.0500 0.0900 m 0.1770 2.5000 1.6425 4.1425 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.0000 0.0000 0.0000 
masterclass 4.0000 3.0000 3.0000 4.0000 1.0000 4.0000 3.0000 2.0000 0.0912 0.2506 0.7517 0.0500 0.0900 m 0.2430 1.0017 1.7201 2.7109 0.2529 0.1582 0.3406 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
masterclass 4.0000 3.0000 16.0000 12.0000 2.0000 12.0000 11.0000 0.0000 0.0000 0.2500 2.7500 0.0500 0.0900 m 0.1760 3.0000 1.7424 4.7425 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.0000 
masterclass 4.0000 3.0000 5.0000 5.0000 1.0000 5.0000 4.0000 1.0000 0.0482 0.2499 0.9996 0.0500 0.0900 m 0.2200 1.2496 1.6698 2.9088 0.3115 0.2269 0.2615 0.1997 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
masterclass 4.0000 3.0000 4.0000 5.0000 1.0000 5.0000 4.0000 0.0000 0.0000 0.2500 1.0000 0.0500 0.0900 m 0.2090 1.2500 1.5406 2.7758 0.2500 0.2500 0.2500 0.2500 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
masterclass 4.0000 3.0000 1.0000 4.0000 1.0000 4.0000 3.0000 0.0000 0.0000 0.2500 0.7500 0.0500 0.0900 m 0.1760 1.0000 1.6408 2.6258 0.2500 0.2500 0.2500 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
masterclass 4.0000 3.0000 15.0000 11.0000 2.0000 11.0000 10.0000 2.0000 0.0958 0.2503 2.5028 0.0500 0.0900 m 0.1920 2.7528 1.7048 4.4453 0.3858 0.3370 0.1599 0.2069 0.1575 0.2183 0.1542 0.3082 0.1836 0.3915 0.0000 0.0000 
masterclass 4.0000 4.0000 11.0000 10.0000 2.0000 10.0000 9.0000 1.0000 0.0483 0.2501 2.2510 0.0500 0.0900 m 0.1670 2.5010 1.6194 4.1100 0.1992 0.3231 0.2017 0.2347 0.2847 0.2482 0.2057 0.2344 0.3192 0.0000 0.0000 0.0000 
masterclass 4.0000 4.0000 6.0000 5.0000 1.0000 5.0000 4.0000 2.0000 0.0976 0.2510 1.0039 0.0500 0.0900 m 0.2600 1.2539 1.6568 2.8964 0.1686 0.3500 0.1657 0.3196 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
masterclass 4.0000 4.0000 17.0000 12.0000 2.0000 12.0000 11.0000 1.0000 0.0482 0.2498 2.7477 0.0500 0.0900 m 0.1890 2.9977 1.7208 4.7068 0.2298 0.2809 0.3266 0.2886 0.2255 0.2744 0.1670 0.2370 0.1783 0.2564 0.2831 0.0000 
masterclass 4.0000 4.0000 16.0000 12.0000 2.0000 12.0000 11.0000 0.0000 0.0000 0.2500 2.7500 0.0500 0.0900 m 0.1940 3.0000 1.6104 4.6091 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.0000 
masterclass 4.0000 4.0000 8.0000 6.0000 1.0000 6.0000 5.0000 1.0000 0.0498 0.2507 1.2534 0.0500 0.0900 m 0.1980 1.5034 1.7437 3.2459 0.2406 0.3153 0.2125 0.2875 0.1975 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
masterclass 4.0000 4.0000 5.0000 5.0000 1.0000 5.0000 4.0000 1.0000 0.0462 0.2498 0.9992 0.0500 0.0900 m 0.1980 1.2492 1.5164 2.7582 0.2841 0.1994 0.2935 0.2222 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
masterclass 4.0000 4.0000 1.0000 4.0000 1.0000 4.0000 3.0000 0.0000 0.0000 0.2500 0.7500 0.0500 0.0900 m 0.1900 1.0000 1.7426 2.7425 0.2500 0.2500 0.2500 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
masterclass 4.0000 4.0000 10.0000 10.0000 2.0000 10.0000 9.0000 0.0000 0.0000 0.2500 2.2500 0.0500 0.0900 m 0.1450 2.5000 1.6234 4.1092 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.0000 0.0000 0.0000 
masterclass 4.0000 4.0000 9.0000 6.0000 1.0000 6.0000 5.0000 2.0000 0.0985 0.2509 1.2547 0.0500 0.0900 m 0.2100 1.5047 1.6601 3.1639 0.1894 0.3283 0.3835 0.1619 0.1916 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
masterclass 4.0000 4.0000 13.0000 11.0000 2.0000 11.0000 10.0000 0.0000 0.0000 0.2500 2.5000 0.0500 0.0900 m 0.1660 2.7500 1.6929 4.4424 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.0000 0.0000 
masterclass 4.0000 4.0000 4.0000 5.0000 1.0000 5.0000 4.0000 0.0000 0.0000 0.2500 1.0000 0.0500 0.0900 m 0.1950 1.2500 1.6049 2.8425 0.2500 0.2500 0.2500 0.2500 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
masterclass 4.0000 4.0000 18.0000 12.0000 2.0000 12.0000 11.0000 2.0000 0.0935 0.2501 2.7510 0.0500 0.0900 m 0.1640 3.0010 1.5347 4.5267 0.1527 0.2430 0.3577 0.1791 0.3928 0.1547 0.1942 0.3353 0.3614 0.2205 0.1595 0.0000 
masterclass 4.0000 4.0000 12.0000 10.0000 2.0000 10.0000 9.0000 2.0000 0.0904 0.2500 2.2501 0.0500 0.0900 m 0.1980 2.5001 1.6514 4.1425 0.1907 0.1560 0.2619 0.3501 0.2174 0.1725 0.3362 0.3973 0.1680 0.0000 0.0000 0.0000 
masterclass 4.0000 4.0000 3.0000 4.0000 1.0000 4.0000 3.0000 2.0000 0.0948 0.2506 0.7518 0.0500 0.0900 m 0.2670 1.0018 1.5954 2.5942 0.3581 0.1789 0.2147 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
masterclass 4.0000 4.0000 7.0000 6.0000 1.0000 6.0000 5.0000 0.0000 0.0000 0.2500 1.2500 0.0500 0.0900 m 0.1700 1.5000 1.6231 3.1091 0.2500 0.2500 0.2500 0.2500 0.2500 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
masterclass 4.0000 4.0000 14.0000 11.0000 2.0000 11.0000 10.0000 1.0000 0.0417 0.2502 2.5019 0.0500 0.0900 m 0.1320 2.7519 1.6118 4.3611 0.2872 0.2447 0.2768 0.2265 0.1776 0.2743 0.1905 0.3051 0.2733 0.2459 0.0000 0.0000 
masterclass 4.0000 4.0000 2.0000 4.0000 1.0000 4.0000 3.0000 1.0000 0.0418 0.2490 0.7469 0.0500 0.0900 m 0.2380 0.9969 1.5405 2.5224 0.2885 0.2530 0.2053 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
masterclass 4.0000 4.0000 15.0000 11.0000 2.0000 11.0000 10.0000 2.0000 0.0937 0.2497 2.4969 0.0500 0.0900 m 0.2030 2.7469 1.5423 4.2893 0.1582 0.3947 0.3490 0.1756 0.2438 0.2967 0.1566 0.3635 0.1624 0.1964 0.0000 0.0000 
masterclass 4.0000 5.0000 10.0000 10.0000 2.0000 10.0000 9.0000 0.0000 0.0000 0.2500 2.2500 0.0500 0.0900 m 0.1620 2.5000 1.6747 4.1591 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.0000 0.0000 0.0000 
masterclass 4.0000 5.0000 9.0000 6.0000 1.0000 6.0000 5.0000 2.0000 0.0907 0.2497 1.2487 0.0500 0.0900 m 0.2010 1.4987 1.7138 3.2079 0.2014 0.1521 0.2376 0.2642 0.3935 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
masterclass 4.0000 5.0000 18.0000 12.0000 2.0000 12.0000 11.0000 2.0000 0.0903 0.2502 2.7526 0.0500 0.0900 m 0.1850 3.0026 1.6968 4.6951 0.2873 0.1716 0.3695 0.1833 0.3988 0.3133 0.1506 0.2193 0.1714 0.3212 0.1662 0.0000 
masterclass 4.0000 5.0000 8.0000 6.0000 1.0000 6.0000 5.0000 1.0000 0.0421 0.2490 1.2451 0.0500 0.0900 m 0.2250 1.4951 1.5330 3.0208 0.1996 0.2753 0.3014 0.2149 0.2540 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
masterclass 4.0000 5.0000 7.0000 6.0000 1.0000 6.0000 5.0000 0.0000 0.0000 0.2500 1.2500 0.0500 0.0900 m 0.1780 1.5000 1.5905 3.0757 0.2500 0.2500 0.2500 0.2500 0.2500 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
masterclass 4.0000 5.0000 5.0000 5.0000 1.0000 5.0000 4.0000 1.0000 0.0440 0.2489 0.9955 0.0500 0.0900 m 0.2330 1.2455 1.5796 2.8212 0.3067 0.2295 0.2555 0.2037 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
masterclass 4.0000 5.0000 16.0000 12.0000 2.0000 12.0000 11.0000 0.0000 0.0000 0.2500 2.7500 0.0500 0.0900 m 0.1870 3.0000 1.6585 4.6425 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.0000 
masterclass 4.0000 5.0000 2.0000 4.0000 1.0000 4.0000 3.0000 1.0000 0.0481 0.2505 0.7514 0.0500 0.0900 m 0.2780 1.0014 1.7045 2.6938 0.2250 0.3059 0.2205 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
masterclass 4.0000 5.0000 13.0000 11.0000 2.0000 11.0000 10.0000 0.0000 0.0000 0.2500 2.5000 0.0500 0.0900 m 0.1440 2.7500 1.6429 4.3925 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.0000 0.0000 
masterclass 4.0000 5.0000 15.0000 11.0000 2.0000 11.0000 10.0000 2.0000 0.0915 0.2500 2.5005 0.0500 0.0900 m 0.1630 2.7505 1.7037 4.4429 0.1703 0.2180 0.3723 0.1735 0.3560 0.1914 0.2569 0.3997 0.1641 0.1983 0.0000 0.0000 
masterclass 4.0000 5.0000 11.0000 10.0000 2.0000 10.0000 9.0000 1.0000 0.0490 0.2495 2.2453 0.0500 0.0900 m 0.2110 2.4953 1.6649 4.1545 0.2240 0.2833 0.2195 0.2940 0.1919 0.2816 0.1767 0.3189 0.2554 0.0000 0.0000 0.0000 
masterclass 4.0000 5.0000 17.0000 12.0000 2.0000 12.0000 11.0000 1.0000 0.0418 0.2498 2.7475 0.0500 0.0900 m 0.1940 2.9975 1.5828 4.5732 0.2127 0.3167 0.2570 0.2938 0.1763 0.2411 0.2922 0.2635 0.2259 0.2581 0.2102 0.0000 
masterclass 4.0000 5.0000 14.0000 11.0000 2.0000 11.0000 10.0000 1.0000 0.0481 0.2502 2.5018 0.0500 0.0900 m 0.1550 2.7518 1.6019 4.3442 0.2139 0.3041 0.2317 0.1963 0.2281 0.2717 0.3461 0.2733 0.2367 0.2000 0.0000 0.0000 
masterclass 4.0000 5.0000 6.0000 5.0000 1.0000 5.0000 4.0000 2.0000 0.0913 0.2508 1.0030 0.0500 0.0900 m 0.2720 1.2530 1.6148 2.8621 0.2840 0.1873 0.3645 0.1673 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
masterclass 4.0000 5.0000 1.0000 4.0000 1.0000 4.0000 3.0000 0.0000 0.0000 0.2500 0.7500 0.0500 0.0900 m 0.2530 1.0000 1.5624 2.5591 0.2500 0.2500 0.2500 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
masterclass 4.0000 5.0000 4.0000 5.0000 1.0000 5.0000 4.0000 0.0000 0.0000 0.2500 1.0000 0.0500 0.0900 m 0.2140 1.2500 1.6578 2.8924 0.2500 0.2500 0.2500 0.2500 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
masterclass 4.0000 5.0000 12.0000 10.0000 2.0000 10.0000 9.0000 2.0000 0.0937 0.2497 2.2471 0.0500 0.0900 m 0.1770 2.4971 1.5120 4.0061 0.1866 0.3730 0.2193 0.1906 0.1541 0.3513 0.1708 0.3893 0.2123 0.0000 0.0000 0.0000 
