group subNo block index seqDur shortLong nTargets nIOI rhythmicVarTAG seqSTD seqMeanIOI seqSumIOI Lowbound Upbound pressedKey rt seqDuration startInterval trialDuration IOI1 IOI2 IOI3 IOI4 IOI5 IOI6 IOI7 IOI8 IOI9 
main 4.0000 1.0000 48.0000 5.0000 0.0000 5.0000 4.0000 2.0000 0.1027 0.2501 1.0002 0.0906 0.1145 b 0.2300 1.2502 1.0903 2.3257 0.1520 0.3046 0.3670 0.1766 0.0000 0.0000 0.0000 0.0000 0.0000 
main 4.0000 1.0000 1.0000 4.0000 0.0000 4.0000 3.0000 0.0000 0.0000 0.2500 0.7500 0.0000 0.0000 b 0.1640 1.0000 1.1182 2.1257 0.2500 0.2500 0.2500 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
main 4.0000 1.0000 14.0000 8.0000 1.0000 8.0000 7.0000 1.0000 0.0510 0.2504 1.7531 0.0349 0.0588 b 0.0940 2.0031 1.0105 3.0286 0.3098 0.2711 0.2260 0.2701 0.1514 0.2453 0.2794 0.0000 0.0000 
main 4.0000 1.0000 36.0000 8.0000 1.0000 8.0000 7.0000 2.0000 0.0915 0.2500 1.7499 0.0906 0.1145 b 0.1730 1.9999 1.3553 3.3588 0.2930 0.1670 0.2771 0.1626 0.3913 0.1511 0.3078 0.0000 0.0000 
main 4.0000 1.0000 45.0000 4.0000 0.0000 4.0000 3.0000 2.0000 0.1072 0.2513 0.7539 0.0906 0.1145 b 0.1730 1.0039 1.4522 2.4630 0.2327 0.1546 0.3666 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
main 4.0000 1.0000 53.0000 7.0000 1.0000 7.0000 6.0000 1.0000 0.0461 0.2498 1.4989 0.0349 0.0588 b 0.1560 1.7489 1.3712 3.1246 0.1919 0.2945 0.2502 0.3068 0.2050 0.2505 0.0000 0.0000 0.0000 
main 4.0000 1.0000 28.0000 6.0000 0.0000 6.0000 5.0000 0.0000 0.0000 0.2500 1.2500 0.0000 0.0000 b 0.1620 1.5000 1.4303 2.9258 0.2500 0.2500 0.2500 0.2500 0.2500 0.0000 0.0000 0.0000 0.0000 
main 4.0000 1.0000 39.0000 9.0000 1.0000 9.0000 8.0000 2.0000 0.0941 0.2502 2.0015 0.0906 0.1145 b 0.1670 2.2515 1.4901 3.7439 0.1510 0.1961 0.1649 0.3440 0.3787 0.2501 0.1676 0.3490 0.0000 
main 4.0000 1.0000 15.0000 8.0000 1.0000 8.0000 7.0000 2.0000 0.0923 0.2494 1.7455 0.0906 0.1145 b 0.1700 1.9955 1.3762 3.3713 0.1994 0.3817 0.1672 0.2160 0.3781 0.2341 0.1691 0.0000 0.0000 
main 4.0000 1.0000 29.0000 6.0000 0.0000 6.0000 5.0000 1.0000 0.0530 0.2504 1.2520 0.0349 0.0588 b 0.1610 1.5020 1.0391 2.5442 0.2063 0.2376 0.2899 0.1983 0.3199 0.0000 0.0000 0.0000 0.0000 
main 4.0000 1.0000 30.0000 6.0000 0.0000 6.0000 5.0000 2.0000 0.0955 0.2493 1.2464 0.0906 0.1145 b 0.2080 1.4964 1.4325 2.9221 0.1953 0.3113 0.1866 0.3868 0.1664 0.0000 0.0000 0.0000 0.0000 
main 4.0000 1.0000 60.0000 9.0000 1.0000 9.0000 8.0000 2.0000 0.0944 0.2504 2.0035 0.0906 0.1145 b 0.3360 2.2535 1.0352 3.2789 0.2056 0.1505 0.1882 0.2893 0.3720 0.1596 0.2399 0.3984 0.0000 
main 4.0000 1.0000 26.0000 5.0000 0.0000 5.0000 4.0000 1.0000 0.0482 0.2504 1.0016 0.0349 0.0588 b 0.2190 1.2516 1.0171 2.2604 0.2000 0.2276 0.2625 0.3116 0.0000 0.0000 0.0000 0.0000 0.0000 
main 4.0000 1.0000 38.0000 9.0000 1.0000 9.0000 8.0000 1.0000 0.0551 0.2495 1.9956 0.0349 0.0588 b 0.1690 2.2456 1.4859 3.7213 0.3344 0.2144 0.1818 0.2844 0.2459 0.1938 0.2314 0.3094 0.0000 
main 4.0000 1.0000 41.0000 10.0000 2.0000 10.0000 9.0000 1.0000 0.0585 0.2495 2.2459 0.0349 0.0588 b 0.1920 2.4959 1.4229 3.9048 0.2746 0.1952 0.2606 0.1735 0.3042 0.3539 0.1940 0.2665 0.2236 
main 4.0000 1.0000 49.0000 6.0000 0.0000 6.0000 5.0000 0.0000 0.0000 0.2500 1.2500 0.0000 0.0000 b 0.3360 1.5000 1.0377 2.5254 0.2500 0.2500 0.2500 0.2500 0.2500 0.0000 0.0000 0.0000 0.0000 
main 4.0000 1.0000 42.0000 10.0000 2.0000 10.0000 9.0000 2.0000 0.0923 0.2503 2.2529 0.0906 0.1145 b 0.2350 2.5029 1.4933 4.0121 0.3767 0.1849 0.3962 0.1502 0.2607 0.2195 0.3107 0.2013 0.1526 
main 4.0000 1.0000 24.0000 4.0000 0.0000 4.0000 3.0000 2.0000 0.0918 0.2516 0.7549 0.0906 0.1145 b 0.3530 1.0049 1.2320 2.2472 0.1597 0.3434 0.2518 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
main 4.0000 1.0000 11.0000 7.0000 1.0000 7.0000 6.0000 1.0000 0.0559 0.2494 1.4962 0.0349 0.0588 b 0.1740 1.7462 1.0177 2.7717 0.1932 0.2938 0.1716 0.2966 0.2448 0.2961 0.0000 0.0000 0.0000 
