group subNo block index seqDur shortLong nTargets nIOI rhythmicVarTAG seqSTD seqMeanIOI seqSumIOI Lowbound Upbound pressedKey rt seqDuration startInterval trialDuration IOI1 IOI2 IOI3 IOI4 IOI5 IOI6 IOI7 IOI8 IOI9 
main 3.0000 1.0000 53.0000 7.0000 1.0000 7.0000 6.0000 1.0000 0.0558 0.2498 1.4990 0.0349 0.0588 b 0.3030 1.7490 1.0794 2.8246 0.2433 0.1613 0.2952 0.2138 0.2748 0.3106 0.0000 0.0000 0.0000 
main 3.0000 1.0000 51.0000 6.0000 0.0000 6.0000 5.0000 2.0000 0.0934 0.2494 1.2468 0.0906 0.1145 b 0.3000 1.4968 1.3635 2.8557 0.3587 0.1619 0.2044 0.3415 0.1802 0.0000 0.0000 0.0000 0.0000 
main 3.0000 1.0000 24.0000 4.0000 0.0000 4.0000 3.0000 2.0000 0.0969 0.2505 0.7514 0.0906 0.1145 b 0.2810 1.0014 1.0418 2.0435 0.3582 0.1705 0.2227 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
main 3.0000 1.0000 55.0000 8.0000 1.0000 8.0000 7.0000 0.0000 0.0000 0.2500 1.7500 0.0000 0.0000 b 0.2260 2.0000 1.3378 3.3423 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.0000 0.0000 
main 3.0000 1.0000 63.0000 10.0000 2.0000 10.0000 9.0000 2.0000 0.0910 0.2499 2.2491 0.0906 0.1145 b 0.3810 2.4991 1.2446 3.7414 0.1995 0.1610 0.2906 0.3655 0.1908 0.3984 0.1732 0.3018 0.1683 
main 3.0000 1.0000 30.0000 6.0000 0.0000 6.0000 5.0000 2.0000 0.0980 0.2498 1.2492 0.0906 0.1145 b 0.2920 1.4992 1.1834 2.6749 0.3180 0.3829 0.1501 0.2205 0.1776 0.0000 0.0000 0.0000 0.0000 
main 3.0000 1.0000 40.0000 10.0000 2.0000 10.0000 9.0000 0.0000 0.0000 0.2500 2.2500 0.0000 0.0000 b 0.5720 2.5000 1.2769 3.7756 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 
main 3.0000 1.0000 34.0000 8.0000 1.0000 8.0000 7.0000 0.0000 0.0000 0.2500 1.7500 0.0000 0.0000 b 0.2390 2.0000 1.4105 3.4091 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.0000 0.0000 
main 3.0000 1.0000 58.0000 9.0000 1.0000 9.0000 8.0000 0.0000 0.0000 0.2500 2.0000 0.0000 0.0000 b 0.2830 2.2500 1.1963 3.4590 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.0000 
main 3.0000 1.0000 43.0000 4.0000 0.0000 4.0000 3.0000 0.0000 0.0000 0.2500 0.7500 0.0000 0.0000 b 0.3870 1.0000 1.0129 2.0256 0.2500 0.2500 0.2500 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
main 3.0000 1.0000 54.0000 7.0000 1.0000 7.0000 6.0000 2.0000 0.0995 0.2497 1.4983 0.0906 0.1145 b 0.2700 1.7483 1.2002 2.9572 0.1555 0.3497 0.1780 0.3900 0.2518 0.1733 0.0000 0.0000 0.0000 
main 3.0000 1.0000 37.0000 9.0000 1.0000 9.0000 8.0000 0.0000 0.0000 0.2500 2.0000 0.0000 0.0000 b 0.2250 2.2500 1.0746 3.3254 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.0000 
main 3.0000 1.0000 4.0000 5.0000 0.0000 5.0000 4.0000 0.0000 0.0000 0.2500 1.0000 0.0000 0.0000 b 0.3710 1.2500 1.1783 2.4256 0.2500 0.2500 0.2500 0.2500 0.0000 0.0000 0.0000 0.0000 0.0000 
main 3.0000 1.0000 38.0000 9.0000 1.0000 9.0000 8.0000 1.0000 0.0565 0.2497 1.9976 0.0349 0.0588 b 0.1600 2.2476 1.4622 3.7066 0.2195 0.2762 0.2436 0.3568 0.1649 0.2432 0.2780 0.2154 0.0000 
main 3.0000 1.0000 46.0000 5.0000 0.0000 5.0000 4.0000 0.0000 0.0000 0.2500 1.0000 0.0000 0.0000 b 0.2720 1.2500 1.0843 2.3421 0.2500 0.2500 0.2500 0.2500 0.0000 0.0000 0.0000 0.0000 0.0000 
main 3.0000 1.0000 62.0000 10.0000 2.0000 10.0000 9.0000 1.0000 0.0537 0.2495 2.2458 0.0349 0.0588 b 0.3100 2.4958 1.0625 3.5546 0.1971 0.2640 0.1647 0.3095 0.2817 0.2186 0.2728 0.2140 0.3235 
main 3.0000 1.0000 23.0000 4.0000 0.0000 4.0000 3.0000 1.0000 0.0488 0.2511 0.7532 0.0349 0.0588 b 0.3740 1.0032 1.1936 2.1953 0.2559 0.2000 0.2972 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
main 3.0000 1.0000 39.0000 9.0000 1.0000 9.0000 8.0000 2.0000 0.0947 0.2496 1.9964 0.0906 0.1145 b 0.2260 2.2464 1.3129 3.5555 0.3719 0.3362 0.2253 0.1840 0.1507 0.2036 0.1545 0.3701 0.0000 
main 3.0000 1.0000 57.0000 8.0000 1.0000 8.0000 7.0000 2.0000 0.1008 0.2496 1.7474 0.0906 0.1145 b 0.3090 1.9974 1.3551 3.3564 0.1654 0.2766 0.3877 0.1870 0.1545 0.1928 0.3833 0.0000 0.0000 
main 3.0000 1.0000 60.0000 9.0000 1.0000 9.0000 8.0000 2.0000 0.0941 0.2502 2.0015 0.0906 0.1145 b 0.3020 2.2515 1.4489 3.6937 0.1502 0.3959 0.2251 0.3633 0.1645 0.2939 0.1606 0.2480 0.0000 
main 3.0000 1.0000 3.0000 4.0000 0.0000 4.0000 3.0000 2.0000 0.1002 0.2511 0.7534 0.0906 0.1145 b 0.3980 1.0034 1.4117 2.4124 0.1544 0.3545 0.2445 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
main 3.0000 1.0000 52.0000 7.0000 1.0000 7.0000 6.0000 0.0000 0.0000 0.2500 1.5000 0.0000 0.0000 b 0.3380 1.7500 1.2613 3.0089 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.0000 0.0000 0.0000 
main 3.0000 1.0000 11.0000 7.0000 1.0000 7.0000 6.0000 1.0000 0.0454 0.2500 1.5000 0.0349 0.0588 b 0.2270 1.7500 1.3522 3.0924 0.1966 0.2999 0.2578 0.2887 0.2636 0.1934 0.0000 0.0000 0.0000 
main 3.0000 1.0000 6.0000 5.0000 0.0000 5.0000 4.0000 2.0000 0.1102 0.2503 1.0011 0.0906 0.1145 b 0.2850 1.2511 1.0860 2.3432 0.2699 0.1812 0.1524 0.3975 0.0000 0.0000 0.0000 0.0000 0.0000 
main 3.0000 1.0000 59.0000 9.0000 1.0000 9.0000 8.0000 1.0000 0.0539 0.2504 2.0035 0.0349 0.0588 b 0.1960 2.2535 1.0735 3.3289 0.2537 0.2136 0.3055 0.2696 0.1633 0.3290 0.2089 0.2599 0.0000 
main 3.0000 1.0000 50.0000 6.0000 0.0000 6.0000 5.0000 1.0000 0.0409 0.2502 1.2511 0.0349 0.0588 b 0.2100 1.5011 1.4048 2.9100 0.2949 0.2016 0.2751 0.2125 0.2670 0.0000 0.0000 0.0000 0.0000 
main 3.0000 1.0000 42.0000 10.0000 2.0000 10.0000 9.0000 2.0000 0.0983 0.2497 2.2469 0.0906 0.1145 b 0.3560 2.4969 1.0819 3.5891 0.1621 0.3405 0.1756 0.2018 0.3676 0.2803 0.1623 0.3998 0.1569 
main 3.0000 1.0000 10.0000 7.0000 1.0000 7.0000 6.0000 0.0000 0.0000 0.2500 1.5000 0.0000 0.0000 b 0.3990 1.7500 1.2330 2.9921 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.0000 0.0000 0.0000 
main 3.0000 1.0000 41.0000 10.0000 2.0000 10.0000 9.0000 1.0000 0.0423 0.2497 2.2473 0.0349 0.0588 b 0.3710 2.4973 1.0726 3.5729 0.2874 0.2141 0.2667 0.3084 0.2452 0.2830 0.2507 0.1741 0.2175 
main 3.0000 1.0000 19.0000 10.0000 2.0000 10.0000 9.0000 0.0000 0.0000 0.2500 2.2500 0.0000 0.0000 b 0.2440 2.5000 1.1290 3.6255 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 
main 3.0000 1.0000 56.0000 8.0000 1.0000 8.0000 7.0000 1.0000 0.0576 0.2498 1.7485 0.0349 0.0588 b 0.3990 1.9985 1.1366 3.1406 0.3322 0.2610 0.2987 0.1671 0.1952 0.2670 0.2274 0.0000 0.0000 
main 3.0000 1.0000 26.0000 5.0000 0.0000 5.0000 4.0000 1.0000 0.0452 0.2504 1.0018 0.0349 0.0588 b 0.3980 1.2518 1.2307 2.4775 0.2638 0.3007 0.1922 0.2450 0.0000 0.0000 0.0000 0.0000 0.0000 
main 3.0000 1.0000 33.0000 7.0000 1.0000 7.0000 6.0000 2.0000 0.0991 0.2492 1.4950 0.0906 0.1145 b 0.3460 1.7450 1.4287 3.1707 0.2257 0.1596 0.2171 0.3900 0.3505 0.1522 0.0000 0.0000 0.0000 
main 3.0000 1.0000 36.0000 8.0000 1.0000 8.0000 7.0000 2.0000 0.0982 0.2494 1.7457 0.0906 0.1145 b 0.4150 1.9957 1.2186 3.2045 0.2320 0.3709 0.2384 0.3979 0.1524 0.1958 0.1584 0.0000 0.0000 
main 3.0000 1.0000 25.0000 5.0000 0.0000 5.0000 4.0000 0.0000 0.0000 0.2500 1.0000 0.0000 0.0000 b 0.2790 1.2500 1.0082 2.2588 0.2500 0.2500 0.2500 0.2500 0.0000 0.0000 0.0000 0.0000 0.0000 
main 3.0000 1.0000 35.0000 8.0000 1.0000 8.0000 7.0000 1.0000 0.0576 0.2502 1.7516 0.0349 0.0588 b 0.4440 2.0016 1.4699 3.4606 0.3320 0.1997 0.2480 0.1773 0.3003 0.2097 0.2846 0.0000 0.0000 
main 3.0000 1.0000 28.0000 6.0000 0.0000 6.0000 5.0000 0.0000 0.0000 0.2500 1.2500 0.0000 0.0000 b 0.1940 1.5000 1.3726 2.8590 0.2500 0.2500 0.2500 0.2500 0.2500 0.0000 0.0000 0.0000 0.0000 
main 3.0000 1.0000 2.0000 4.0000 0.0000 4.0000 3.0000 1.0000 0.0442 0.2490 0.7469 0.0349 0.0588 b 0.2820 0.9969 1.3383 2.3226 0.2452 0.2950 0.2068 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
main 3.0000 1.0000 49.0000 6.0000 0.0000 6.0000 5.0000 0.0000 0.0000 0.2500 1.2500 0.0000 0.0000 b 0.3650 1.5000 1.2180 2.7255 0.2500 0.2500 0.2500 0.2500 0.2500 0.0000 0.0000 0.0000 0.0000 
main 3.0000 1.0000 18.0000 9.0000 1.0000 9.0000 8.0000 2.0000 0.0933 0.2500 1.9999 0.0906 0.1145 b 0.3160 2.2499 1.2040 3.4587 0.3936 0.2089 0.2920 0.1967 0.1538 0.2278 0.3727 0.1543 0.0000 
main 3.0000 1.0000 48.0000 5.0000 0.0000 5.0000 4.0000 2.0000 0.0981 0.2494 0.9975 0.0906 0.1145 b 0.2630 1.2475 1.1996 2.4564 0.3801 0.1571 0.2658 0.1946 0.0000 0.0000 0.0000 0.0000 0.0000 
