group subNo block index seqDur shortLong nTargets nIOI rhythmicVarTAG seqSTD seqMeanIOI seqSumIOI Lowbound Upbound pressedKey rt seqDuration startInterval trialDuration IOI1 IOI2 IOI3 IOI4 IOI5 IOI6 IOI7 IOI8 IOI9 
main 7.0000 1.0000 2.0000 4.0000 0.0000 4.0000 3.0000 1.0000 0.0465 0.2501 0.7503 0.0349 0.0588 b 0.3340 1.0003 1.2931 1.2847 0.2432 0.2996 0.2075 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
main 7.0000 1.0000 31.0000 7.0000 1.0000 7.0000 6.0000 0.0000 0.0000 0.2500 1.5000 0.0000 0.0000 b 0.1640 1.7500 1.2298 1.2214 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.0000 0.0000 0.0000 
main 7.0000 1.0000 14.0000 8.0000 1.0000 8.0000 7.0000 1.0000 0.0584 0.2506 1.7540 0.0349 0.0588 b 0.1610 2.0040 1.3500 1.3416 0.2479 0.1604 0.3328 0.2241 0.3075 0.2677 0.2136 0.0000 0.0000 
main 7.0000 1.0000 22.0000 4.0000 0.0000 4.0000 3.0000 0.0000 0.0000 0.2500 0.7500 0.0000 0.0000 b 0.2200 1.0000 1.4694 1.4611 0.2500 0.2500 0.2500 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
main 7.0000 1.0000 16.0000 9.0000 1.0000 9.0000 8.0000 0.0000 0.0000 0.2500 2.0000 0.0000 0.0000 b 0.1810 2.2500 1.1605 1.1522 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.0000 
main 7.0000 1.0000 12.0000 7.0000 1.0000 7.0000 6.0000 2.0000 0.0918 0.2506 1.5033 0.0906 0.1145 NA E 1.7533 1.4836 1.4753 0.1980 0.3956 0.2388 0.3247 0.1919 0.1544 0.0000 0.0000 0.0000 
main 7.0000 1.0000 40.0000 10.0000 2.0000 10.0000 9.0000 0.0000 0.0000 0.2500 2.2500 0.0000 0.0000 b 0.1790 2.5000 1.2485 1.2402 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 
main 7.0000 1.0000 55.0000 8.0000 1.0000 8.0000 7.0000 0.0000 0.0000 0.2500 1.7500 0.0000 0.0000 b 0.1640 2.0000 1.0321 1.0237 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.0000 0.0000 
main 7.0000 1.0000 23.0000 4.0000 0.0000 4.0000 3.0000 1.0000 0.0398 0.2489 0.7468 0.0349 0.0588 b 0.2260 0.9968 1.2128 1.2045 0.2884 0.2495 0.2088 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
main 7.0000 1.0000 36.0000 8.0000 1.0000 8.0000 7.0000 2.0000 0.0942 0.2506 1.7543 0.0906 0.1145 b 0.1610 2.0043 1.4536 1.4452 0.1526 0.1950 0.1616 0.2128 0.3872 0.3553 0.2900 0.0000 0.0000 
main 7.0000 1.0000 59.0000 9.0000 1.0000 9.0000 8.0000 1.0000 0.0425 0.2498 1.9981 0.0349 0.0588 b 0.1590 2.2481 1.2666 1.2583 0.2457 0.3177 0.2140 0.2400 0.2741 0.2433 0.2834 0.1799 0.0000 
main 7.0000 1.0000 25.0000 5.0000 0.0000 5.0000 4.0000 0.0000 0.0000 0.2500 1.0000 0.0000 0.0000 b 0.2710 1.2500 1.1783 1.1699 0.2500 0.2500 0.2500 0.2500 0.0000 0.0000 0.0000 0.0000 0.0000 
main 7.0000 1.0000 11.0000 7.0000 1.0000 7.0000 6.0000 1.0000 0.0455 0.2501 1.5004 0.0349 0.0588 b 0.2990 1.7504 1.1384 1.1301 0.2044 0.2588 0.2303 0.3103 0.2028 0.2938 0.0000 0.0000 0.0000 
main 7.0000 1.0000 21.0000 10.0000 2.0000 10.0000 9.0000 2.0000 0.0926 0.2496 2.2462 0.0906 0.1145 b 0.1910 2.4962 1.1613 1.1530 0.1554 0.3851 0.2329 0.1712 0.3324 0.1687 0.3519 0.2945 0.1540 
main 7.0000 1.0000 10.0000 7.0000 1.0000 7.0000 6.0000 0.0000 0.0000 0.2500 1.5000 0.0000 0.0000 b 0.1740 1.7500 1.3122 1.3039 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.0000 0.0000 0.0000 
main 7.0000 1.0000 51.0000 6.0000 0.0000 6.0000 5.0000 2.0000 0.0945 0.2501 1.2507 0.0906 0.1145 b 0.1860 1.5007 1.0790 1.0706 0.3880 0.1986 0.3067 0.1969 0.1605 0.0000 0.0000 0.0000 0.0000 
main 7.0000 1.0000 37.0000 9.0000 1.0000 9.0000 8.0000 0.0000 0.0000 0.2500 2.0000 0.0000 0.0000 b 0.1520 2.2500 1.0943 1.0859 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.0000 
main 7.0000 1.0000 58.0000 9.0000 1.0000 9.0000 8.0000 0.0000 0.0000 0.2500 2.0000 0.0000 0.0000 b 0.1540 2.2500 1.0171 1.0087 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.0000 
main 7.0000 1.0000 3.0000 4.0000 0.0000 4.0000 3.0000 2.0000 0.1098 0.2501 0.7502 0.0906 0.1145 b 0.3140 1.0002 1.3216 1.3133 0.1805 0.3767 0.1931 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
main 7.0000 1.0000 44.0000 4.0000 0.0000 4.0000 3.0000 1.0000 0.0544 0.2502 0.7507 0.0349 0.0588 b 0.2340 1.0007 1.1536 1.1452 0.2028 0.2383 0.3096 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
main 7.0000 1.0000 9.0000 6.0000 0.0000 6.0000 5.0000 2.0000 0.1010 0.2502 1.2508 0.0906 0.1145 b 0.1970 1.5008 1.1106 1.1022 0.3664 0.2274 0.1518 0.3450 0.1602 0.0000 0.0000 0.0000 0.0000 
main 7.0000 1.0000 39.0000 9.0000 1.0000 9.0000 8.0000 2.0000 0.0962 0.2500 1.9998 0.0906 0.1145 b 0.1770 2.2498 1.3178 1.3095 0.1817 0.2287 0.1541 0.3745 0.1527 0.2124 0.2977 0.3979 0.0000 
main 7.0000 1.0000 7.0000 6.0000 0.0000 6.0000 5.0000 0.0000 0.0000 0.2500 1.2500 0.0000 0.0000 b 0.1890 1.5000 1.3119 1.3035 0.2500 0.2500 0.2500 0.2500 0.2500 0.0000 0.0000 0.0000 0.0000 
main 7.0000 2.0000 16.0000 9.0000 1.0000 9.0000 8.0000 0.0000 0.0000 0.2500 2.0000 0.0000 0.0000 b 0.1450 2.2500 1.1158 1.1075 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.0000 
main 7.0000 2.0000 55.0000 8.0000 1.0000 8.0000 7.0000 0.0000 0.0000 0.2500 1.7500 0.0000 0.0000 b 0.1400 2.0000 1.2289 1.2205 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.0000 0.0000 
main 7.0000 2.0000 49.0000 6.0000 0.0000 6.0000 5.0000 0.0000 0.0000 0.2500 1.2500 0.0000 0.0000 b 0.1550 1.5000 1.0368 1.0285 0.2500 0.2500 0.2500 0.2500 0.2500 0.0000 0.0000 0.0000 0.0000 
main 7.0000 2.0000 63.0000 10.0000 2.0000 10.0000 9.0000 2.0000 0.1079 0.2505 2.2547 0.0906 0.1145 b 0.1080 2.5047 1.1344 1.1261 0.1513 0.2032 0.3950 0.1542 0.3825 0.1756 0.3974 0.2167 0.1788 
main 7.0000 2.0000 61.0000 10.0000 2.0000 10.0000 9.0000 0.0000 0.0000 0.2500 2.2500 0.0000 0.0000 b 0.2020 2.5000 1.4672 1.4589 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 
main 7.0000 2.0000 32.0000 7.0000 1.0000 7.0000 6.0000 1.0000 0.0428 0.2506 1.5034 0.0349 0.0588 b 0.1620 1.7534 1.0838 1.0755 0.2162 0.2696 0.3125 0.2350 0.2742 0.1960 0.0000 0.0000 0.0000 
main 7.0000 2.0000 47.0000 5.0000 0.0000 5.0000 4.0000 1.0000 0.0394 0.2503 1.0012 0.0349 0.0588 b 0.1340 1.2512 1.1572 1.1489 0.2650 0.2944 0.2014 0.2404 0.0000 0.0000 0.0000 0.0000 0.0000 
main 7.0000 2.0000 13.0000 8.0000 1.0000 8.0000 7.0000 0.0000 0.0000 0.2500 1.7500 0.0000 0.0000 b 0.1210 2.0000 1.4928 1.4845 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.0000 0.0000 
main 7.0000 2.0000 52.0000 7.0000 1.0000 7.0000 6.0000 0.0000 0.0000 0.2500 1.5000 0.0000 0.0000 b 0.1400 1.7500 1.1241 1.1158 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.0000 0.0000 0.0000 
main 7.0000 2.0000 17.0000 9.0000 1.0000 9.0000 8.0000 1.0000 0.0585 0.2504 2.0035 0.0349 0.0588 b 0.1650 2.2535 1.4505 1.4422 0.2238 0.1816 0.2653 0.1681 0.2559 0.3122 0.3376 0.2590 0.0000 
main 7.0000 2.0000 36.0000 8.0000 1.0000 8.0000 7.0000 2.0000 0.0929 0.2493 1.7454 0.0906 0.1145 b 0.1360 1.9954 1.3954 1.3871 0.2278 0.3095 0.1804 0.3522 0.1505 0.3681 0.1569 0.0000 0.0000 
main 7.0000 2.0000 37.0000 9.0000 1.0000 9.0000 8.0000 0.0000 0.0000 0.2500 2.0000 0.0000 0.0000 b 0.1490 2.2500 1.3231 1.3148 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.0000 
main 7.0000 2.0000 26.0000 5.0000 0.0000 5.0000 4.0000 1.0000 0.0509 0.2491 0.9964 0.0349 0.0588 b 0.1910 1.2464 1.4505 1.4422 0.2007 0.2696 0.3110 0.2150 0.0000 0.0000 0.0000 0.0000 0.0000 
main 7.0000 2.0000 19.0000 10.0000 2.0000 10.0000 9.0000 0.0000 0.0000 0.2500 2.2500 0.0000 0.0000 b 0.1590 2.5000 1.1718 1.1635 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 0.2500 
